"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost"
1,5,0.6,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.882250993909,84.3860177991591,1.21918599404431,7408.61079181241
1,5.5,0.6,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",94.9411254969543,72.9451848993475,1.30154067918201,6315.19720254357
1,6,0.6,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",75.5979797464467,63.7808748764079,1.18527661925205,4442.2611189168
1,1,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",94.0538238691624,87.9829528942965,1.06900053675352,3805.59068839473
1,1.5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",87.8111831820431,81.2711510931154,1.0804717541337,3162.71560365272
1,2,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",89.7106781186548,85,1.05541974257241,8297.78649921084
1,2.5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",87.0832611206852,75.690157880665,1.15052291551542,5800.97788746895
1,3,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",79.8406204335659,64.4049687524185,1.23966554103122,4077.14981670492
1,3.5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",103.39696961967,84.8999411071645,1.21786856706011,7291.03676824203
1,4,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",81.6690475583121,65,1.25644688551249,5751.86976543331
1,4.5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",99.4264068711929,70.6045324324154,1.40821564063704,5944.67986670108
1,5.5,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",123.367532368147,104.100912580054,1.18507637743595,17161.5590550226
1,6,0.7,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,1,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",83.1248916810278,80.2807573457052,1.03542734808885,4356.11168314365
1,1.5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",103.539105243401,95.2680429105164,1.08681885425791,5387.87749111753
1,2,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,2.5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.367532368147,98.4936546179499,1.09009593343468,11113.8415786065
1,3,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",139.468037431535,116.726175299288,1.19483086868851,13556.9274093453
1,3.5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",73.0121933088198,54.0370243444252,1.35115125591389,4154.46576993007
1,4,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",126.296464556282,107.615054708902,1.17359476234912,14186.6519246703
1,4.5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,5.5,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",120.053823869162,85.2349693494401,1.40850433555005,10825.7094205196
1,6,0.8,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",123.225396744416,90.4267659490264,1.36270932009089,12416.3699372235
1,1,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",108.367532368147,101.548018198289,1.06715556138715,6890.98628384834
1,1.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",89.8111831820431,83.86298349093,1.07092759455376,6370.75839152234
1,2,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.053823869162,91.0659101969557,1.12065891230255,8971.83260270389
1,2.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",112.710678118655,99.0858213873206,1.13750561422986,9672.32159544204
1,3,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",99.8111831820431,89.6939239859646,1.11279759817021,9219.19930781519
1,3.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",114.639610306789,94.175368329516,1.21729930384418,16840.5756518874
1,4,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",117.982756057297,97.948966303887,1.20453293699144,19740.5778264781
1,4.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",112.639610306789,98.7167665596883,1.14103828794557,22961.1410828613
1,5.5,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",96.5685424949238,74.9666592559653,1.28815320641675,13898.3145404041
1,6,0.9,1,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",105.254833995939,82.6801064343775,1.27303699202999,18362.2923720954
1,1,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,1.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",NA,NA,NA,NA
1,2,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.710678118655,99.9849988748312,1.07726838356517,6773.60742472315
1,2.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.78174593052,104.623133197205,1.06842284793577,7860.46788511062
1,3,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",89.7106781186548,84.8115558164098,1.05776479696764,2703.7740956413
1,3.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",101.095454429505,97.948966303887,1.03212375019718,6650.3867168408
1,4,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",111.994949366117,108.466584716216,1.03252950813499,4800.32269301533
1,4.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",107.539105243401,98.7927122818277,1.08853277493407,6898.55383718629
1,5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",96.6101730552664,92.6174929481467,1.04310935202441,3629.66680684048
1,5.5,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",93.1959594928933,89.3756118860173,1.04274485540584,5459.72653923363
1,6,0.1,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",106.823376490863,105.380263806844,1.01369433546555,4239.40615821245
1,1,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.40916292849,103.276328362312,1.01096896630759,7325.55100119866
1,1.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.338095116624,101.414989030222,1.02882321552617,4224.10133677803
1,2,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",127.237590053236,120.341181646185,1.05730713553509,10799.2398633241
1,2.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",126.894444302728,121.69634341261,1.04271369824559,6227.15342505526
1,3,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",99.3675323681471,92.4175308044962,1.07520219922726,6335.5309473399
1,3.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",97.2964645562817,89.6437393240599,1.08536820630114,3908.78455584657
1,4,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",106.509667991878,101.911726508778,1.04511690303573,4572.30498861228
1,4.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",119.823376490863,115.108644332213,1.04095897563559,9596.98356486736
1,5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",115.610173055266,105.645634079218,1.09432040484112,4796.80598387138
1,5.5,0.2,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",110.78174593052,103.773792452623,1.06753105299777,7441.35590352031
